Document,Transcription,Consignment,Artist Name 1,Artist Name 2,Artist Name 3,Artist Name 4,Artist Name 5,Owner Name 1,Owner Name 2,Owner Name 3,Owner Name 4,Owner Name 5,Beneficiaries,Title,Subject/Genre,Subject/ICON,Object Type,Document Type,Object Notes,Inscription,Transaction,Date or Range,Document Origin,Residence,Room,Entry Date,Purchase Loc,Sale Date,Auction House,Sale Location,Purchase Price,KnoedShare Price,Dealer Cost,Sale Price,KnoedSale Price,Seller(s),Buyer(s),Joint Owner(s),Prev Owner(s),Prev Sales,Post Owner(s),Post Sales,Present Loc,Expert,Comm-Priseur,Lugt Number,Number of Lots,Notes,Catalog Loc(s),Photocopies,Editor Notes,Introduction,Archive Record,Related Doc(s),Further Notes,Bibliography,Appraiser,Notary,Pubication,Contributor,Other Invent(s),Annotations,Column 64,Column 65
"Sales Catalog Br-2955, Lot 0019[b]",,,"HONDIUS, ABRAHAM (Dutch) -- from catalog: Hondius",,,,,,,,,,,Seals on a Sea Shore; and Lap Dogs on a Cushion (THIS LOT: Lap Dogs on a Cushion; lot 19[a] by Paul Vos),,,Painting,,,,Passed,,,,,,,1827 Apr 21,Christie's,"London, England, UK",,,,,,Ward;  -- from catalog: Ward,,,,,,,,,,11418,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2955, Lot 0019[a]",,,"VOS, PAUL DE (Dutch) -- from catalog: De Vos",,,,,,,,,,,Seals on a Sea Shore; and Lap Dogs on a Cushion (THIS LOT: Seals on a Sea Shore; lot 19[b] by Hondius),,,Painting,,,,Passed,,,,,,,1827 Apr 21,Christie's,"London, England, UK",,,,,,Ward;  -- from catalog: Ward,,,,,,,,,,11418,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2951, Lot 0073",,,"MAES, DIRK (Dutch) -- from catalog: Dirk Maas",,,,,,,,,,,"A beautiful Landscape, with Men, Horses and Dogs setting out for the Chase",,,Painting,,,,Bought In,,,,,,,1827 Apr 11,Foster (Edward),"London, England, UK",,,,8-18 pounds,,Humphries;  -- from catalog: Humphries,,,,,,,,,,11412,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2951, Lot 0071",,,"MAES, DIRK (Dutch) -- from catalog: Dirk Maas",,,,,,,,,,,"A beautiful Landscape, with Horses, Dogs, and Figures preparing for the Chase",,,Painting,,,,Bought In,,,,,,,1827 Apr 11,Foster (Edward),"London, England, UK",,,,12-1 pounds,,Humphries;  -- from catalog: Humphries,,,,,,,,,,11412,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2949, Lot 0116",,,"LAWRENCE, THOMAS (British) -- from catalog: Sir T. Lawrence",,,,,,,,,,,Portraits of dogs in their kennel with their feeder,,,Painting,,,,Sold,,,,,,,1827 Apr 7,Christie's,"London, England, UK",,,,4-0 pounds,,"York, Duke of;  -- from catalog: Duke of York",Mallock;  -- from catalog: Mallock,,,,,,,,,11407,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2933, Lot 0235",,,BEELDEMAKER (Unknown) -- from catalog: Buldemaker,,,,,,,,,,,Landscape with Dogs,,,Painting,,,,Sold,,,,,,,1827 Feb 21 - 1827 Feb 22 (This Lot: Feb 22),Foster (Edward),"London, England, UK",,,,1-10 pounds,,,Baker;  -- from catalog: Baker,,,,,,,,,11361,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2933, Lot 0086",,,BEELDEMAKER (Unknown) -- from catalog: Buldemaker,,,,,,,,,,,Dogs,,,Painting,,,,Sold,,,,,,,1827 Feb 21 - 1827 Feb 22 (This Lot: Feb 21),Foster (Edward),"London, England, UK",,,,2-12 pounds,,,Lewis;  -- from catalog: Lewis,,,,,,,,,11361,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2927, Lot 0150",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Badger and Dogs,,,Painting,,,,Sold,,,,,,,1827 Feb 14 - 1827 Feb 15 (This Lot: Feb 14),Foster (Edward),"London, England, UK",,,,0-17 pounds,,Derbyshire;  -- from catalog: Derbyshire,Smith;  -- from catalog: Smith,,,,,,,,,11355,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2923, Lot 0067",,,"WYCK, THOMAS (Dutch) -- from catalog: Th. Wyck",,,,,,,,,,,A upright Landscape with Sportsmen and Dogs,,,Painting,,upright,,Sold,,,,,,,1827 Feb 2,Christie's,"London, England, UK",,,,1-13 pounds,,"Lerbergh, van;  -- from catalog: Van Lerbergh",Allen;  -- from catalog: Allen,,,,,,,,,11345,,,The artist was probably Jan Wyck and not Thomas Wyck.,,,,,,,,,,,,,,,
"Sales Catalog Br-2923, Lot 0064",,,"HUCHTENBURGH, JAN VAN (Dutch) -- from catalog: Hughtenborg",,,,,,,,,,,"Figures and Dogs engaged in a Stag Hunt, in a Landscape",,,Painting,,,,Sold,,,,,,,1827 Feb 2,Christie's,"London, England, UK",,,,1-15 pounds,,"Lerbergh, van;  -- from catalog: Van Lerbergh",Allen;  -- from catalog: Allen,,,,,,,,,11345,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2913, Lot 0017[b]",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"River Scene, and two of Dogs (THIS LOT: Two of Dogs; lot 17[a] by Goyen)",,,Painting,,,,Sold,,,,,,,1827 Jan 3,Foster (Edward),"London, England, UK",,,,0-8 pounds (for lots 17[a] & 17[b]),,Fuller;  -- from catalog: Fuller,Farebrother;  -- from catalog: Farebrother,,,,,,,,,11324,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2913, Lot 0017[a]",,,"GOYEN, JAN JOSEPHSZ. VAN (Dutch) -- from catalog: Vangoyen",,,,,,,,,,,"River Scene, and two of Dogs (THIS LOT: River Scene; lot 17[b] by Anonymous)",,,Painting,,,,Sold,,,,,,,1827 Jan 3,Foster (Edward),"London, England, UK",,,,0-8 pounds (for lots 17[a] & 17[b]),,Fuller;  -- from catalog: Fuller,Farebrother;  -- from catalog: Farebrother,,,,,,,,,11324,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2796, Lot 0072",,,"CLAUDE LORRAIN (CLAUDE GELLÉE) (French) -- from catalog: Claude Gille.  B. 1600, D. 1682",,,,,,,,,,,"A most beautiful and highly interesting Pair of Landscapes. One of them a View on the Tiber, with the water-mill which he has etched, and which is introduced into the famous Doria picture at Rome; a ferry-boat is represented as about to receive several loaded mules, and the muleteers are urging one to follow those who are on board.  A boat, nearer the fore-ground, is loading with timber, various goats, &c., and Claude, accompanied by some friend, is drawing the charming scene.  The companion represents a Hunt of Deer, an evident view from nature; one of those pictures which tend to prove the great perseverance this great artist had in his pursuit of perfection. Various sportsmen are seen eagerly employed in the chace; one is riding thorough the water, his knees on the saddle; and some dogs are swimming also after the wild red deer, which inhabit the forests near Rome.  A broken tree across the fore-ground, whose leaves are touched with the utmost force and spirit, is happily too contrasted to a most",,,Painting,,32 1/2 x 23 1/2,,Unknown,,,,,,,1826 Mar 25 and following days (This Lot: Mar 25),Woodburn (William),"London, England, UK",,,,,,Woodburn;  -- from catalog: Woodburn,,,,,,,,,,,,,Lots 71 and 72 are printed in the catalogue as one item.,,,,,,,,,,,,,,,
"Sales Catalog Br-2796, Lot 0071",,,"CLAUDE LORRAIN (CLAUDE GELLÉE) (French) -- from catalog: Claude Gille.  B. 1600, D. 1682",,,,,,,,,,,"A most beautiful and highly interesting Pair of Landscapes. One of them a View on the Tiber, with the water-mill which he has etched, and which is introduced into the famous Doria picture at Rome; a ferry-boat is represented as about to receive several loaded mules, and the muleteers are urging one to follow those who are on board.  A boat, nearer the fore-ground, is loading with timber, various goats, &c., and Claude, accompanied by some friend, is drawing the charming scene.  The companion represents a Hunt of Deer, as evident view from nature; one of those pictures which tend to prove the great perseverance this great artist had in his pursuit of perfection. Various sportsmen are seen eagerly employed in the chace; one is riding through the water, his knees on the saddle; and some dogs are swimming also after the wild red deer, which inhabit the forests near Rome.  A broken tree across the fore-ground, whose leaves are touched with the utmost force and spirit, is happily too contrasted to a most ",,,Painting,,32 1/2 x 23 1/2,,Unknown,,,,,,,1826 Mar 25 and following days (This Lot: Mar 25),Woodburn (William),"London, England, UK",,,,,,Woodburn;  -- from catalog: Woodburn,,,,1823/08/18 BRULC 0269 (?) FABER B-386,,1849/06/07 LOCH 0122 WRIGHT Br-5795,"Boston, MA, USA. Museum of Fine Arts, 44.72 (as style of Claude)",,,,,,Lots 71 and 72 are printed in the catalogue as one item.,,,,,,,,,,,,,,,
"Sales Catalog Br-2796, Lot 0066",,,"STEEN, JAN (Dutch) -- from catalog: jan Steen.  B. 1636, D. 1689",,,,,,,,,,,"The Story of Dives and Lazarus, told with great dramatic truth. Dives appears at table with a party carousing; a female is bringing a dish in, on which is a peacock.  Lazarus is sitting on the ground, and appears soliciting in vain for relief; a few dogs surround him, and a dwarf approaches with a whip.  On the other side of the picture various persons are occupied with culinary preparations.  A very high finished capital picture, of his best time, with above twenty figures",,,Painting,,31 3/4 x 27,,Unknown,,,,,,,1826 Mar 25 and following days (This Lot: Mar 25),Woodburn (William),"London, England, UK",,,,,,Woodburn;  -- from catalog: Woodburn,,,,1809/07/19 AMSCH 0050 BICKER N-146,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2796, Lot 0065",,,"RUISDAEL, JACOB VAN (Dutch) -- from catalog: Jacob Ruysdael.  B. 1635, D. 1681",,,,,,,,,,,"A Landscape of a grand sentiment.  Representing a road winding round a field of corn, at the end of which is a Dutch boor; a sportsman with his gun, followed by two dogs, enrich this picture, which is touched with great beauty, and finely preserved",,,Painting,,26 3/4 x 20 1/4,,Unknown,,,,,,,1826 Mar 25 and following days (This Lot: Mar 25),Woodburn (William),"London, England, UK",,,,,,Woodburn;  -- from catalog: Woodburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2787, Lot 0041",,,GUNZE [UNIDENTIFIED] (Unknown) -- from catalog: Gunze,,,,,,,,,,,"A pair of Landscapes with Dogs and Poultry, highly finished",,,Painting,,,,Bought In,,,,,,,1826 Jan 21,Christie's,"London, England, UK",,,,6-6 pounds,,"Rees, Josiah;  -- from catalog: Rees",,,,,,,,,,11072,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-3595, Lot 0065",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,An Ottoman footstool and a painting of Dogs (THIS LOT: A painting of Dogs),,,Painting,,,,Bought In,,,,,,,1830 Nov 20,Foster (Edward),"London, England, UK",,,,0-5 pounds,,Jameson;  -- from catalog: Jameson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-3555, Lot 0014",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"A pair of paintings, Dogs, in French gilt frames",,,Painting,,,,Sold,,,,,,,1830 Aug 7,Foster (Edward),"London, England, UK",,,,0-14 pounds,,Rose;  -- from catalog: Rose,"Frost, George;  -- from catalog: Frost",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-3511, Lot 0264[H]",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A Do [Large painting] Sportsman & Dogs,,,Painting,,,,Sold,,,,,,,1830 May 22,Foster (Edward),"London, England, UK",,,,0-19 pounds,,Gargrave;  -- from catalog: Gargrave,Gingle;  -- from catalog: Gingle,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-3416, Lot 0310[H]",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Pair of Sporting Dogs & Chinese picture (THIS LOT: Pair of Sporting Dogs),,,Painting,,,,Bought In,,,,,,,1830 Jan 16,Foster (Edward),"London, England, UK",,,,0-29 [?] pounds,,,,,,,,,,,,,,,This lot was added in by hand in the VAL copy of the catalogue.,,,,,,,,,,,,,,,
"Sales Catalog Br-3410, Lot 0237",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"Two oil paintings and 5 framed, with Dogs",,,Painting,,in oil,,Sold,,,,,,,1829 Dec 19,Foster (Edward),"London, England, UK",,,,1-11 pounds,,Ruddick;  -- from catalog: Ruddick,Scott;  -- from catalog: Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2783, Lot 0109",,,BEELDEMAKER (Dutch) -- from catalog: Buldemaker,,,,,,,,,,,Dogs,,,Painting,,,,Bought In,,,,,,,1826 Jan 4,Foster (Edward),"London, England, UK",,,,0-20 pounds,,Levett;  -- from catalog: Levett,,,,,,,,,,11066,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2783, Lot 0064",,,"BEELDEMAKER, ADRIAEN CORNELISZ. (Dutch) -- from catalog: Beeldemaker",,,,,,,,,,,Dogs,,,Painting,,,,Bought In,,,,,,,1826 Jan 4,Foster (Edward),"London, England, UK",,,,1-3 pounds,,Levy;  -- from catalog: Levy,,,,,,,,,,11066,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-3302, Lot 1274",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"A Painting, representing Rats in a Cage, with Dogs and other figures",,,Painting,,,,Unknown,,,,,,,1829 May 30 - 1829 Jun  6 (This Lot: Jun  3),Southgate (James Webber),"London, England, UK",,,,0-5 pounds,,Tierney;  -- from catalog: Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2999, Lot 0292",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,A painting of Bull Dogs,,,Painting,,,,Sold,,,,,,,1827 Jun 23,Foster (Edward),"London, England, UK",,,,0-10 pounds,,Graves;  -- from catalog: Graves,Nutbean;  -- from catalog: Nutbean,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-2900, Lot 0028",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"A small landscape, and Dogs Fighting",,,Painting,,,,Sold,,,,,,,1826 Nov 24 - 1826 Nov 25 (This Lot: Nov 24),Foster (Edward),"London, England, UK",,,,0-6 pounds,,Burney [or] Bunney;  -- from catalog: Burney [or] Bunney,Wareham;  -- from catalog: Wareham,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-4420, Lot 0085",,,"MAES, NICOLAES (Dutch) -- from catalog: Maas",,,,,,,,,,,"Portrait of a Young Sportsman, with Dogs.",,,Painting,,,,Unknown,,,,,,,1835 May 8 - 1835 May  9 (This Lot: May  8),Hoard (William Henry),"London, England, UK",,,,,,"Robins, Joseph;  -- from catalog: [Joseph Robins]",,,,1834/02/22 LOCH 0014[b] as Anonymous ROBINS Br-4224,,,,,,13989,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-5417, Lot 0131",,,"NOGARI, GIUSEPPE (Italian) -- from catalog: Nogari",,,,,,,,,,,"Spanish Peasants, with Dogs and wild Fowl.",,,Painting,,,,Unknown,,,,,,,1842 Jun 29 - 1842 Jun 30 (This Lot: Jun 30),Rainy (Alexander),"London, England, UK",,,,,,,,,,,,,,,,16656,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-4697, Lot 0180[b]",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"Dogs, Snyders, and Portrait of Pope.   [Property of the late Dr. Pattison, by Direction of his Executors] (THIS LOT: Portrait of Pope; lot 180[a] by F. Snyders)",,,Painting,,,,Sold,,,,,,,1837 Jan 25 - 1837 Jan 26 (This Lot: Jan 25),Foster (Edward),"London, England, UK",,,,0-18 pounds (for lots 180[a] & 180[b])(VAL),,"Pattison, Dr.;  -- from catalog: Dr. Pattison",,,,,,,,,,14552,,,The information within brackets following the title is found before lot 164 and refers to lots 164-195.,,,,,,,,,,,,,,,
"Sales Catalog Br-4697, Lot 0180[a]",,,"SNYDERS, FRANS (Flemish) -- from catalog: Snyders",,,,,,,,,,,"Dogs, Snyders, and Portrait of Pope.   [Property of the late Dr. Pattison, by Direction of his Executors] (THIS LOT: Dogs ; lot 180[b] by Anonymous)",,,Painting,,,,Sold,,,,,,,1837 Jan 25 - 1837 Jan 26 (This Lot: Jan 25),Foster (Edward),"London, England, UK",,,,0-18 pounds (for lots 180[a] & 180[b])(VAL),,"Pattison, Dr.;  -- from catalog: Dr. Pattison",,,,,,,,,,14552,,,The information within brackets following the title is found before lot 164 and refers to lots 164-195.,,,,,,,,,,,,,,,
"Sales Catalog Br-4420, Lot 0040",,,"NEER, EGLON HENDRIK VAN DER (Dutch) -- from catalog: E. Vander Neer",,,,,,,,,,,"Venus and Adonis in a Landscape, attended by Cupid, Dogs, &c.; most correctly drawn and exquisitely finished.-- This picture is mentioned by Descamps in his Lives of Painters.",,,Painting,,,,Unknown,,,,,,,1835 May 8 - 1835 May  9 (This Lot: May  8),Hoard (William Henry),"London, England, UK",,,,,,"Robins, Joseph;  -- from catalog: [Joseph Robins]",,,,1834/02/22 LOCH 0026 ROBINS Br-4224,,1836/04/23 LOCH 0098 HOULTON Br-4594,,,,13989,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2152, Lot 0122",,,WOUWERMAN (Dutch) -- from catalog: Wouvermans,,,,,,,,,,,Ladies and gentlemen going out a hawking,,,Painting,,,,Sold,,,,,,,1796 Apr 6 - 1796 Apr  7 (This Lot: Apr  7),Christie's,"London, England, UK",,,,5-5 pounds,,Gaspari;  -- from catalog: Gaspari,De Chemant;  -- from catalog: DeChimant,,,,,,,,,5430,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2140, Lot 0002",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"Four, of horses, partridges, dogs, &c.",,,Painting,,,,Sold,,,,,,,1796 Feb 5 - 1796 Feb  6 (This Lot: Feb  5),Christie's,"London, England, UK",,,,3-10 pounds,,"Smith, R.C.;  -- from catalog: R C Smith","Dermer, William [?];  -- from catalog: Dermer [?]",,,,,,,,,5406,,,It is uncertain whether this lot is paintings.,,,,,,,,,,,,,,,
"Sales Catalog Br-A2140, Lot 0003",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"Ditto [Four, of horses, partridges, dogs, &c.]",,,Painting,,,,Sold,,,,,,,1796 Feb 5 - 1796 Feb  6 (This Lot: Feb  5),Christie's,"London, England, UK",,,,1-11 pounds,,"Smith, R.C.;  -- from catalog: R C Smith","Dermer, William [?];  -- from catalog: Dermer [?]",,,,,,,,,5406,,,It is uncertain whether this lot is paintings.,,,,,,,,,,,,,,,
"Sales Catalog Br-A2140, Lot 0017",,,"MORLAND, GEORGE (British) -- from catalog: Morland",,,,,,,,,,,"A pair, dogs, ditto pigs [Oil Paintings]",,,Painting,,in oil,,Sold,,,,,,,1796 Feb 5 - 1796 Feb  6 (This Lot: Feb  5),Christie's,"London, England, UK",,,,2-15 pounds,,"Smith, R.C.;  -- from catalog: R C Smith",,,,,,,,,,5406,,,The bracketed information in the title appears above lot 16 and refers to lots 16 to 40.,,,,,,,,,,,,,,,
"Sales Catalog Br-A2075, Lot 0017",,,"FYT, JAN (Flemish) -- from catalog: Fyt",,,,,,,,,,,"Two, small, 1 with a shepherd, and 1 with dogs",Animals,,Painting,,,,Sold,,,,,,,1795 Jan 3,Christie's,"London, England, UK",,,,0-10 pounds(CL),,"Butt, James;  -- from catalog: James Butt","Eden, Frederick Morton, Sir, 2nd Bart.;  -- from catalog: Eden (CL)",,,,,,,,,5265,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A1928, Lot 0013",,,"WOOTTON, JOHN (British) -- from catalog: Wotton",,,,,,,,,,,"Five large -- 2 of horses, 2 of dogs, and 1 of dead game",Sporting; Still Life,,Painting,,,,Sold,,,,,,,1792 Nov 27,Christie's,"London, England, UK",,,,2-12 pounds(CL),,"Booth, Charles Everard, Rev.;  -- from catalog: Rev Mr Booth (CL)",Johnson;  -- from catalog: Johnson (CL),,,,,,,,,4964,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2066, Lot 0014",,,"FYT, JAN (Flemish) -- from catalog: Fyt",,,,,,,,,,,Dogs with dead game,Animals,,Painting,,,,Bought In,,,,,,,1794 Nov 18,Christie's,"London, England, UK",,,,7-7 pounds(CL),,"Greville, Fulke;  -- from catalog: Fulk Greville, Esq. (CL)",,,,,,,,,,5249,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2527, Lot 0024",,,"SNYDERS, FRANS (Flemish) -- from catalog: Snyders",,,,,,,,,,,Dogs Hunting a Wild Lion,Genre; Sporting,,Painting,,,,Sold,,,,,,,1800 May 3,Christie's,"London, England, UK",,,,4-4 pounds(CL),,"GOOCH, THOMAS;  -- from catalog: Gooch (CL)","Nomville, de;  -- from catalog: De nomville [?] (CL)",,,,,,,,,6072,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2303, Lot 0142",,,"FYT, JAN (Flemish) -- from catalog: Fytte",,,,,,,,,,,"Dogs and dead game, painted with great spirit",Animals,,Painting,,,,Sold,,,,,,,1798 Apr 18 - 1798 Apr 19 (This Lot: Apr 19),Phillips (Harry),"London, England, UK",,,,4-10 pounds(WCL),,"Elwin, Hastings;  -- from catalog: Elwin (WCL)",Dorant;  -- from catalog: Dorant (WCL),,,,,,,,,5742,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2303, Lot 0009",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"Upright Venus and Adonis, with Cupid and dogs",History; Mythology (narrative),,Painting,,upright,,Bought In,,,,,,,1798 Apr 18 - 1798 Apr 19 (This Lot: Apr 18),Phillips (Harry),"London, England, UK",,,,2-10 pounds(WCL),,SIMPSON;  -- from catalog: Simpsn (WCL),,,,,,,,,,5742,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2221, Lot 0054",,,"MORLAND, GEORGE (British) -- from catalog: G. Morland",,,,,,,,,,,"A pair of dogs fighting, and companion",Animals,,Painting,,,,Bought In,,,,,,,1797 May 8 - 1797 May  9 (This Lot: May  9),Phillips (Harry),"London, England, UK",,,,6-0 pounds(CIL),,Beresford;  -- from catalog: Beresfd (WCL),,,,,,,,,,5592,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2221, Lot 0079",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,Dogs fighting,Animals,,Painting,,,,Bought In,,,,,,,1797 May 8 - 1797 May  9 (This Lot: May  8),Phillips (Harry),"London, England, UK",,,,1-11 pounds(WCL),,"DuBelan, Hans Place;  -- from catalog: Hans Place DuBelan [?] (WCL)",,,,,,,,,,5592,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A1832, Lot 0042",,,"BOGDANY, JAKOB (Hungarian) -- from catalog: Bogdani",,,,,,,,,,,"Three of ditto [dogs and dead game], with fruit and flowers",Animals,,Painting,,,,Unknown,,,,,,,1791 Jun 16 - 1791 Jun 17 (This Lot: Jun 16),Christie's,"London, England, UK",,,,1-11 pounds(CL),,Bennet;  -- from catalog: Bennet (CL),,,,,,,,,,4757,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A1832, Lot 0041",,,"BOGDANY, JAKOB (Hungarian) -- from catalog: Bogdani",,,,,,,,,,,Three of dogs and dead game,Animals,,Painting,,,,Sold,,,,,,,1791 Jun 16 - 1791 Jun 17 (This Lot: Jun 16),Christie's,"London, England, UK",,,,0-10 pounds(CL),,Bennet;  -- from catalog: Bennet (CL),Hunt;  -- from catalog: Hunt (CL),,,,,,,,,4757,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2446, Lot 0041",,,"FYT, JAN (Flemish) -- from catalog: Fyt",,,,,,,,,,,Dogs and dead game,Animals,,Painting,,,,Bought In,,,,,,,1799 Jul 2 - 1799 Jul  3 (This Lot: Jul  3),Christie's,"London, England, UK",,,,6-6 pounds(CL),,Mosineau;  -- from catalog: Mosineau (CL),,,,,,,,,,5952,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2446, Lot 0041",,,"MORLAND, GEORGE (British) -- from catalog: Morland",,,,,,,,,,,Two small pictures of dogs,Animals,,Painting,,,,Bought In,,,,,,,1799 Jul 2 - 1799 Jul  3 (This Lot: Jul  2),Christie's,"London, England, UK",,,,1-18 pounds(CL),,"Chippendale, Thomas, Junior;  -- from catalog: Chipendale (CL)",,,,,,,,,,5952,,,,,,,,,,,,,,,,,,
"Sales Catalog Br-A2131, Lot 0002",,,[ANONYMOUS] (Unknown) -- from catalog: [Anonymous],,,,,,,,,,,"One large, portraits of dogs",Animals,,Painting,,,,Sold,,,,,,,1795 Dec 4 - 1795 Dec  5 (This Lot: Dec  4),Christie's,"London, England, UK",,,,0-10 pounds(CL),,"Ravensworth, Henry Liddell, 1st Baron;  -- from catalog: Ltd Ravensw (CL)",Haines;  -- from catalog: Haines (CL),,,,,,,,,5384 and 5394,,,,,,,,,,,,,,,,,,
