PDF_Page,Page_Num,Item_Num,On_Web,Artist_Name,Artist_Info,Desc_Num,Description,Title_  Modifier,Handwritten_Notes,Genre,Subject,Object_Type,Material,Dimensions,Image,Notes,Date_of_Sale,Verbatim_Seller,Estimated _Price,Starting _Price,Frame _Price,Selling _Price,Currency,Verbatim_Buyer,Transaction,Main Heading
492,492,7,YES,Jan van Beers,,7,"Return, Sweet Bird"" A young girl with flowing auburn hair, standing beside a rustic fence, is here  shown. Her canary bird has escaped from its cage, and is resting upon the  branch of an apple-tree just coming into blossom above her head. She has  a mandolin in her hand, and smiles sweetly at the bird as she plays, and calls  to it in a petting and familiar tone. The little bird gazes down upon her in a  roguish manner. The careful painting of the hair and the lace, as well as  every other detail, must be seen under a strong glass to appreciate the artist's  painstaking manner.  Signed in lower left-hand corner: "" Jan van Beers.""  Panel, 4,5 in. long by 12 in. high. ",,,,,Painting,Wood,"4,5 in long x 12 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
493,493,8,NO,,,8,[missing catalogue entry],,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
493,493,9,NO,,,9,[missing catalogue entry],,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
493,493,10,NO,,,10,[missing catalogue entry],,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
493,493,11,NO,,,11,[missing catalogue entry],,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
495,495,12,NO,Francois Saint Bonvin,French School,12,"Born at Vaugirard, near Paris, September 22, 1817; died at St. Germain en Laye, December 19, 1888. Genre painter. Self-taught. Studied Dutch painters in the  Louvre ; then painted subjects from the life of working classes in Paris. Medals : Third  class, 1849; second class, 1851 ; Legion of Honor, 1870. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
496,496,12a,YES,Francois Saint Bonvin,,12a.,""" Interior Of A Tavern "" The interior of a country tavern is indicated in this picture. An old wooden  table is shown to the left, upon which are two glasses, a steiji of beer, and some  edibles in a porcelain dish, A man sits on one side of the table, with his right  arm resting upon it. He has his hat on, and is smoking a pipe while talking  with a woman seated to the right. His companion is also smoking a pipe,  and wears a white cap, a skirt of striped homespun, a bright red jacket with  linen chemisette, and a long white apron. At the back of her chair a man  stands with a flower-pot in his hand, and beyond him to the right a man and  woman are seated. The latter wears a white cap, a brown dress of some sort,  with a coarse blue apron, and holds a basket of vegetables on her lap. Hang-  ing against the wall in the background is a placard on which are inscribed the  names of the brands of wines kept at the tavern.  Signed in lower right-hand corner: "" F. Bonvin, 1867.""  Panel, 14,75 in. long by 19,25 in. high",,,,,Painting,Wood,"14,75 in long x 19,25 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
499,499,13,NO,William Adolphe Bouguereau,French School,13,"Born at La Rochelle, November 30, 1825. Pupil of Picot and of Ecole des Beaux Arts from 1843. Medals: Won the Grand Prize of Rome in 1850; second class, 1855;  first class, 1857; Legion of Honor, 1859; Officer, 1876; Member of Institute, 1876. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
500,500,13a,YES,William Adolphe Bouguereau,,13a.,"""Invading Cupid'S Realm"" The central figure in this production is a lovely female with black hair and  blue eyes. She has been tempted, through curiosity, to visit the realms of  Cupid, thinking she may discover some of the secrets of the dangerous little  fascinators, and at the same time escape unobserved. But, alas, she is noticed,  and set upon by seven of them. As she throws up her arms to protect herself,  her blue mantle falls to her waist, where it is caught on her hips. With an ex-  pression of mingled fear and pleasure she attempts to flee, but is impeded by  a Cupid who has thrown himself at her feet and seized her by the ankle.  Another Cupid looks into her face, and seems to be about to take hold of her ;  another is shooting an arrow at her ; still another has raised a dart above her  head in the act of throwing it; and to the left two others are attempting to  follow and detain her, while in the distance a number of Cupids are about to  join in the chase.  This picture was painted for its present owner.  Signed in the lower right-hand corner: "" W. Bouguereau, 1892.""  Canvas, 60 in. long by 84 in. high. ",,,,,Painting,Canvas,60 in long x 84 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
502,502,14,NO,,,14,[missing catalogue entry],,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
503,503,15,NO,Jacques Raymond Brascassat,French School,15,"Born at Bordeaux, August 30, 1805 ; died in Paris, February 27, 1867. Landscape and animal painter. Pupil of Richard and of Hersent, Won the Second Grand Prize for his-  toric landscape in 1825, and went to Rome, where he resided for six years. He was the  first to revive the painting of animals, which had fallen into discredit. Medals: Second  class, 1827; first class, 1831 and 1837 ; Legion of Honor, 1837 ; Member of Institute, 1846. ",,,Landscape,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
504,504,15a,YES,Jacques Raymond Brascassat,,15a.,"""Landscape With Sheep'' The sky is overcast with clouds which seem to foretell a storm. To the left  are trees and shrubbery ; to the right stands a tall post, and beyond a fence  constructed of the twisted branches of trees is shown. In the foreground are  two sheep, one feeding and the other resting.  Signed in the lower right-hand corner : "" R. B. ; "" also in the upper right-hand  corner : "" Clignancourt, R. Brascassat.""  Canvas, 24 in. long by 18 in. high. ",,,Landscape,,Painting,Canvas,24 in long x 18 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
507,507,16,NO,Leon Brunin,Flemish School,16,"Born at Antwerp, November 20, 1861. Pupil at the Academy of Malines, and the Academy of Antwerp. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
508,508,16a,YES,Leon Brunin,,16a.,"""The Amateur Of Antiquities"" The central figure of this production is an old man seated at a table strewn  with relics. His hat is back on his head, exposing his gray locks, and a bright  red vest is made conspicuous in his other apparel. The light from an open  casement opposite shines brightly on him, and sets forth his features in bold  relief. He holds a silver goblet in his left hand, and in his right a book, from  which he has evidently been collating the history of his treasures. Before  him is a curious vase, another goblet, an old ivory carved cup, and a little  metallic box with the lid slightly open. Other articles, such as books and  curios, adorn the table. The picture as a whole is a piece of fine coloring.  Signed in lower right-hand corner: ""Leon Brunin, Antwerpen.""  Panel, 43 in. long by 32 in. high. ",,,,,Miniature,Ivory,43 in long x 32 in high ,,,1910/04/05,,,,,,,,,Modern Paintings
511,511,17,NO,Sir Edward Burne-Jones,English School,17,"Born in Birmingham, England, August 28, 1833; died June 17, 1898. Student at Exeter College, Oxford, with William Morris and Swinburne, the latter of whom dedi-  cated to him his first volume of poems. Went to London in 1856 and became a pupil  of D. G. Rossetti, whose manner he imitated for several years, when he soon formed a  style of his own, inclining more to idealism and abstract beauty than to realism, and be-  came one of the chief exponents in England of the romantic school. His studio was at  The Grange, Hammersmith Road, in the house of Richardson the novelist. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
512,512,17a,YES,Sir Edward Burne-Jones,,17a.,"""The Princess Led To The Dragon"" It appears to have been the custom that every year a virgin should be sacrificed  to appease the dragon, and to determine who should be chosen, lots were cast.  On this occasion the lot fell to the princess, and she is represented being escorted  to the place of sacrifice. In front of her is a man in armor with a spear. In  his left hand is a shield. Behind the princess are her attendants marching in  single file, each carrying a long candle. In the background some of her friends  are looking through a doorway. All the figures are dressed in white, with olive  wreaths around their brows.  Signed in the lower left-hand corner : "" E. B, J. 1866.'*  Canvas, 36,75 in. lung by 42,25 in. high.  Purchased from Thomas Agnew & Sons, London, 1901. ",,,,,Painting,Canvas,,,,1910/04/05,,,,,,,,,Modern Paintings
516,516,18,YES,Sir Edward Burne-Jones,English School,18,"""The Princess Chained To The Tree"" This picture is a companion piece to the preceding picture, and is one of a set  of four. It represents the princess after she has been brought to the place of  sacrifice and is chained to the tree. She is a type of innocence and resignation,  her long red hair falls down at the back, her eyes are closed. Her attendants  are seen going off in the distance.  Signed in the lower left-hand corner : "" E. B, J, 1866.""  Canvas, 36,75 in. long by 42,25 in. high.  (The next picture of the series represents the dragon coming to his feast, but  he is met by a knight who slays him, and the princess is saved.]  Purchased from Thomas Agnew & Sons, London, 1891. ",,,,,Painting,Canvas,"36,75 in long x 42,25 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
519,519,19,NO,Jean Charles Cazin,French School ,19,"Landscape painter. Born at Samers, Pas-de-Calais, France, in May, 1840. Died 1901. Pupil of Lecoq de Boisbaudran at the Petite ficole. Was teacher of art at the Ecole Na-  tionale de Dessin ; also, the Ecole Speciale d' Architecture, and at Tours. Gold medal,  first class, Paris Salon, 1880; Chevalier of the Legion of Honor, 1882; Member of the  Jury, Universal Exhibition, 1889 ; Officer of the Legion of Honor, 1889 ; Member of  the Jury of Admissions for the World's Columbian Exposition at Chicago, 1893. ",,,Landscape,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
520,520,19a,YES,Jean Charles Cazin,,19a.,"The Artist'S Studio On The Hill"" The studio is located on the top of a hill, enclosed by a wall ; long grass grows  in the meadow, and to the left are a number of logs in a disorderly pile. The  new moon is just showing through light clouds at sunset.  Signed in the lower left-hand corner: ""J. C. Cazin.""  Canvas, 26 in. long by 19,5 in. high. ",,,,,Painting,Canvas,"26 in long x 19,5 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
522,522,20,NO,,,20,[missing catalogue entry],,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
523,523,21,NO,Edouard Charlemont,Austrian School,21,"Born at Znaim, Moravia, 1848; died, 1906. Pupil of the Vienna Academy of Fine Arts and of Hans Makart. ",,,,,,,,,,1910/04/05,,,,,,,,,Modern Paintings
524,524,21a,YES,Edouard Charlemont,,21a.,"""The Pages"" The scene of this picture is laid in a spacious vestibule, the back part of which  is ornamented with rare ancient tapestry. Four young nobles - pages - play-  ing dice are the commanding figures. The first to the right is dressed in a  brilliant red and gold-embroidered costume. His bare head is leaning against  the base of a pillar, and in his right hand he holds a red cord, which is fas-  >v tened to the collar of a large, light-colored dog. The second page stands to his  right, and is clad in white breeches, yellow shoes, and a gray satin doublet,  trimmed with white. He holds in his right hand a gilt book ornamented with  pink ribbon, and his left rests lightly on the head of a large, brown dog. His  eyes are turned a little to the left, and he appears to be interested in the game  of dice in which the other two pages to the left and in front of him are en-  gaged. One of the latter is dressed in black, and presented with full front,  while the other, clad in light brown, shows only his back. Both are kneeling,  and the one holding the dice in his hand seems to be waiting to hear what the  other is going to say. The right hand of the latter is resting on a flint musket  on the floor near him, the wood and the butt end of which are richly inlaid  with ivory. The figures of this composition are nearly life-size, yet the faces,  hands, and all the details are preserved and painted with the same care and  elaborateness that have characterized the smaller works of this master.  This picture figured in the Exposition Universelle, 1889.  Signed on the left: "" E. Charlemont, 1889.""  Canvas, 109 in. long by 77,75 in. high. ",,,,,Miniature,Ivory,"109 in long x 77,75 in high ",,,1910/04/05,,,,,,,,,Modern Paintings
